Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,msUntilRenderStart,msGPUActive,msSinceInput
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.12367610000000,0.24370000000000,16.70030000000000,0,Hardware: Legacy Flip,0.54520000000000,15.53760000000000,16.54640000000000,-16.10740000000000,0.60520000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.20613890000000,0.05250000000000,82.46280000000000,0,Hardware: Legacy Flip,0.26160000000000,16.52140000000000,83.44660000000000,-81.91759999999999,0.51400000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.24014120000000,0.25170000000000,34.00230000000000,0,Hardware: Legacy Flip,0.52530000000000,15.87410000000000,33.35500000000000,-33.74070000000000,0.50050000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.32362280000000,0.25230000000000,83.48160000000000,0,Hardware: Legacy Flip,0.56670000000000,15.72210000000000,83.32960000000000,-82.95630000000000,0.60010000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.34029610000000,0.25290000000000,16.67330000000000,0,Hardware: Legacy Flip,0.56870000000000,15.60700000000000,16.55820000000000,-16.10660000000000,0.60200000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.44028860000000,0.25950000000000,99.99250000000001,0,Hardware: Legacy Flip,0.54420000000000,15.73920000000000,100.12470000000000,-99.42380000000000,0.60730000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.45696100000000,0.23450000000000,16.67240000000000,0,Hardware: Legacy Flip,0.53290000000000,15.60410000000000,16.53730000000000,-16.12820000000000,0.54070000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.54033480000000,0.26360000000000,83.37380000000000,0,Hardware: Legacy Flip,0.57220000000000,15.69780000000000,83.46750000000000,-82.84090000000000,0.64500000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.55697170000000,0.23420000000000,16.63690000000000,0,Hardware: Legacy Flip,0.53320000000000,15.60490000000000,16.54400000000000,-16.06470000000000,0.56900000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.65640360000000,0.05760000000000,99.43190000000000,0,Hardware: Legacy Flip,0.73330000000000,16.30290000000000,100.12990000000001,-98.89870000000001,0.91720000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.67366220000000,0.26170000000000,17.25860000000000,0,Hardware: Legacy Flip,0.56080000000000,15.58710000000000,16.54280000000000,-16.52530000000000,0.62550000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.75634100000000,0.04120000000000,82.67880000000000,0,Hardware: Legacy Flip,0.31500000000000,16.36270000000000,83.45440000000001,-82.11799999999999,0.52490000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.77360930000000,0.24910000000000,17.26830000000000,0,Hardware: Legacy Flip,0.58450000000000,15.64490000000000,16.55050000000000,-16.95330000000000,0.71790000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.87363960000000,0.22430000000000,100.03030000000000,0,Hardware: Legacy Flip,0.55020000000000,15.75260000000000,100.13800000000001,-99.44580000000001,0.59560000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.89031420000000,0.22590000000000,16.67460000000000,0,Hardware: Legacy Flip,0.58500000000000,15.64640000000000,16.56840000000000,-16.12440000000000,0.64090000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,1.99030390000000,0.22560000000000,99.98970000000000,0,Hardware: Legacy Flip,0.61980000000000,15.72270000000000,100.06600000000000,-99.40470000000001,0.62050000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.09034920000000,0.25690000000000,100.04530000000000,0,Hardware: Legacy Flip,0.55600000000000,15.67530000000000,99.99790000000000,-99.42550000000000,0.59160000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.10627820000000,0.04170000000000,15.92900000000000,0,Hardware: Legacy Flip,0.35530000000000,16.35340000000000,16.60710000000000,-15.37300000000000,0.54090000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.20712900000000,0.24890000000000,100.85080000000001,0,Hardware: Legacy Flip,0.58920000000000,15.62330000000000,100.12070000000000,-100.49550000000001,0.58400000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.22368560000000,0.22690000000000,16.55660000000000,0,Hardware: Legacy Flip,0.58300000000000,15.63330000000000,16.56660000000000,-15.96740000000000,0.61210000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.30711410000000,0.28030000000000,83.42850000000000,0,Hardware: Legacy Flip,0.58970000000000,15.63520000000000,83.43040000000001,-82.84550000000000,0.62190000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.32367510000000,0.26250000000000,16.56100000000000,0,Hardware: Legacy Flip,0.61050000000000,15.62290000000000,16.54870000000000,-15.97130000000000,0.65150000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.42369850000000,0.22780000000000,100.02340000000000,0,Hardware: Legacy Flip,0.55140000000000,15.72830000000000,100.12880000000000,-99.41289999999999,0.60450000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.44031960000000,0.28670000000000,16.62110000000000,0,Hardware: Legacy Flip,0.64490000000000,15.68580000000000,16.57860000000000,-16.06970000000000,0.68560000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.52374560000000,0.26160000000000,83.42600000000000,0,Hardware: Legacy Flip,0.56230000000000,15.67170000000000,83.41190000000000,-82.78110000000000,0.59250000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.54033950000000,0.24900000000000,16.59390000000000,0,Hardware: Legacy Flip,0.56040000000000,15.63410000000000,16.55630000000000,-16.03160000000000,0.63840000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.64051530000000,0.26920000000000,100.17580000000000,0,Hardware: Legacy Flip,0.57990000000000,15.58580000000000,100.12750000000000,-99.61539999999999,0.62680000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.65702220000000,0.24390000000000,16.50690000000000,0,Hardware: Legacy Flip,0.57850000000000,15.61990000000000,16.54100000000000,-15.92700000000000,0.61830000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.73972480000000,0.04080000000000,82.70260000000000,0,Hardware: Legacy Flip,0.38660000000000,16.38410000000000,83.46680000000001,-82.12410000000000,0.61120000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.75701850000000,0.24180000000000,17.29370000000000,0,Hardware: Legacy Flip,0.52730000000000,15.63140000000000,16.54100000000000,-16.90710000000000,0.75610000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.82324600000000,0.12160000000000,66.22750000000001,0,Hardware: Legacy Flip,0.65240000000000,16.14310000000000,66.73920000000000,-65.70020000000000,0.84740000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.83984150000000,0.07850000000000,16.59550000000000,0,Hardware: Legacy Flip,0.29760000000000,16.17250000000000,16.62490000000000,-15.94310000000000,0.52560000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.85635090000000,0.05040000000000,16.50940000000000,0,Hardware: Legacy Flip,0.35410000000000,16.34130000000000,16.67820000000000,-16.21180000000000,0.68400000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.88954000000000,0.04490000000000,33.18910000000000,0,Hardware: Legacy Flip,0.59090000000000,16.50940000000000,33.35720000000000,-32.83500000000000,0.81620000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.90636650000000,0.04660000000000,16.82650000000000,0,Hardware: Legacy Flip,0.54440000000000,16.35630000000000,16.67340000000000,-16.23560000000000,0.68240000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.92302840000000,0.04730000000000,16.66190000000000,0,Hardware: Legacy Flip,0.45940000000000,16.30010000000000,16.60570000000000,-16.11750000000000,0.58140000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.93973730000000,0.07640000000000,16.70890000000000,0,Hardware: Legacy Flip,0.40480000000000,16.29630000000000,16.70510000000000,-16.24950000000000,0.49040000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,2.95723020000000,0.20610000000000,17.49290000000000,0,Hardware: Legacy Flip,0.43500000000000,15.45130000000000,16.64790000000000,-17.08810000000000,0.61480000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,3.05708380000000,0.26380000000000,99.85360000000000,0,Hardware: Legacy Flip,0.57400000000000,15.70630000000000,100.10860000000000,-99.41860000000000,0.67080000000000,0.00000000000000
dwm.exe,1328,0x0000022DFCE397F0,DXGI,1,0,0,3.07371200000000,0.24590000000000,16.62820000000000,0,Hardware: Legacy Flip,0.59860000000000,15.64190000000000,16.56380000000000,-16.05420000000000,0.70300000000000,0.00000000000000
