Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,AllInputToPhotonLatency,ClickToPhotonLatency
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,228.9072,16.8058,16.6288,0.1770,0.8656,16.0929,0.4518,15.6411,32.1102,16.6682,-0.2040,228.9072,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Composed: Flip,196.3763,16.4012,16.1512,0.2500,16.2548,15.5031,0.6590,14.8441,64.6411,16.6690,-24.8319,196.3763,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,245.7130,16.4150,16.2022,0.2128,0.1527,16.3934,0.4399,15.9535,31.9726,16.6794,0.1376,245.7130,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,212.7775,16.7052,16.4305,0.2747,15.9736,32.7084,1.2686,31.4398,64.9089,16.6806,-0.2678,212.7775,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,262.1280,16.9029,16.7099,0.1930,0.1311,16.9087,0.4867,16.4220,32.2370,16.6378,-0.2644,262.1280,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,229.4827,16.5402,16.3329,0.2073,33.4329,15.2134,0.5811,14.6323,64.8843,16.6366,0.0246,229.4827,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,279.0309,17.3168,16.9745,0.3423,0.1369,17.2931,0.4600,16.8331,31.9719,16.7014,0.2651,279.0309,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,246.0229,17.0612,16.7488,0.3124,33.2795,15.6389,0.6086,15.0303,64.9807,16.7014,-0.0964,246.0229,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,296.3477,15.4079,15.2595,0.1484,0.1132,15.5202,0.5059,15.0143,31.3565,16.6314,0.6154,296.3477,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,263.0841,16.3471,16.1136,0.2335,33.8057,14.5594,0.5660,13.9934,64.6209,16.6314,0.3598,263.0841,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,311.7556,16.9433,16.7891,0.1542,0.2255,16.8919,0.4478,16.4441,32.5800,16.7162,-1.2235,311.7556,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,279.4312,17.5883,17.3382,0.2501,32.8681,15.9435,0.6297,15.3138,64.9052,16.7165,-0.2843,279.4312,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,328.6989,16.4319,16.3004,0.1315,0.1741,16.4577,0.4569,16.0008,32.3529,16.6562,0.2271,328.6989,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,297.0195,15.3900,15.1609,0.2291,31.9814,15.7818,0.5613,15.2205,64.0334,16.6565,0.8718,297.0195,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,345.1308,17.2304,17.0181,0.2123,0.1999,17.2110,0.4676,16.7434,32.5772,16.6401,-0.2243,345.1308,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,312.4095,16.6868,16.5319,0.1549,33.1107,16.0301,0.7220,15.3081,65.2999,16.6392,-1.2665,312.4095,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,362.3612,16.6496,16.3995,0.2501,0.1805,16.5765,0.4447,16.1318,31.9869,16.6785,0.5903,362.3612,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,329.0963,16.5364,16.3624,0.1740,33.9431,15.2006,0.5814,14.6192,65.2523,16.6787,0.0476,329.0963,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,379.0108,16.5785,16.3705,0.2080,0.1074,16.6166,0.4318,16.1848,32.0158,16.5167,-0.0289,379.0108,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,345.6327,17.5124,17.3226,0.1898,33.9537,15.2899,0.5835,14.7064,65.3946,16.5167,-0.1423,345.6327,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,395.5893,16.4320,16.1975,0.2345,0.1455,16.4666,0.5380,15.9286,31.9540,16.8517,0.0618,395.5893,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,363.1451,16.5849,16.3282,0.2567,33.5050,14.8596,0.5688,14.2908,64.3989,16.8523,0.9957,363.1451,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,412.0213,16.5057,16.2897,0.2160,0.1801,16.7572,0.6368,16.1204,32.3737,16.5020,-0.4197,412.0213,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,379.7300,17.0511,16.7837,0.2674,33.1201,15.4166,0.4541,14.9625,64.6663,16.5015,-0.2674,379.7300,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,428.5270,17.4396,17.2126,0.2270,0.4316,17.1875,0.5341,16.6534,32.3700,16.6449,0.0037,428.5270,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,396.7811,16.2165,15.9323,0.2842,32.4838,15.6497,0.7131,14.9366,64.1167,16.6451,0.5496,396.7811,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,445.9666,16.2821,16.0192,0.2629,0.1795,18.4374,0.9499,17.4875,31.5753,16.6333,0.7947,445.9666,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,412.9976,16.4023,16.1398,0.2625,51.3223,0.7525,0.4332,0.3193,64.5453,16.6330,-0.4286,412.9976,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,462.2487,17.3323,17.1469,0.1854,2.3348,15.2012,0.4962,14.7050,31.9265,16.8358,-0.3512,462.2487,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,429.3999,47.3849,46.9748,0.4101,47.1980,1.4129,0.6071,0.8058,64.7760,16.8357,-0.2307,429.3999,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,476.7848,1.7513,1.4929,0.2584,1.6492,16.2536,0.8695,15.3841,34.2268,16.6665,30.5492,476.7848,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,479.5810,15.9287,15.7179,0.2108,0.2037,15.8707,0.7632,15.1075,31.4300,33.3297,0.4965,479.5810,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,478.5361,1.9937,1.5500,0.4437,17.5919,15.3462,0.5940,14.7522,49.1420,16.6632,-14.9152,478.5361,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,480.5298,15.7288,15.4221,0.3067,31.8471,15.7630,0.7302,15.0328,63.8115,16.6692,-14.6695,480.5298,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,495.5097,33.6647,33.5043,0.1604,0.1457,33.7112,0.5605,33.1507,48.8310,33.3376,-17.4010,495.5097,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,496.2586,16.2381,15.9849,0.2532,33.1505,15.4215,0.6661,14.7554,64.7519,16.6684,-0.9404,496.2586,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,529.1744,32.8495,32.7451,0.1044,0.1922,32.8491,0.4785,32.3706,48.5039,16.6765,0.3271,529.1744,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,512.4967,17.1635,16.7477,0.4158,33.3257,15.6580,0.5935,15.0645,65.1822,16.6765,-0.4303,512.4967,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,562.0239,16.5689,16.2965,0.2724,0.1918,16.6579,0.6281,16.0298,32.3309,16.6414,16.1730,562.0239,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,529.6602,16.2792,16.0407,0.2385,32.6610,15.8336,0.5858,15.2478,64.6952,16.6418,0.4870,529.6602,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,578.5928,16.5612,16.4269,0.1343,0.2808,16.4626,0.5319,15.9307,32.4034,16.6997,-0.0725,578.5928,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,545.9394,16.5373,16.2923,0.2450,33.2900,15.5935,0.6858,14.9077,65.0578,16.6992,-0.3626,545.9394,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,595.1540,16.9460,16.7967,0.1493,0.1822,16.9884,0.5895,16.3989,32.5419,16.6552,-0.1385,595.1540,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,562.4767,16.9874,16.6089,0.3785,33.3189,15.6868,0.6141,15.0727,65.2197,16.6556,-0.1619,562.4767,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,612.1000,16.3415,16.2349,0.1066,0.2246,16.3351,0.4977,15.8374,32.2511,16.6617,0.2908,612.1000,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,579.4641,16.4561,16.2267,0.2294,33.2090,15.5544,0.5937,14.9607,64.8879,16.6614,0.3318,579.4641,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,628.4415,16.8632,16.6602,0.2030,0.2182,16.9165,0.7105,16.2060,32.5713,16.6629,-0.3202,628.4415,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,595.9202,16.8648,16.5616,0.3032,33.1892,15.7195,0.6115,15.1080,65.0932,16.6629,-0.2053,595.9202,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,645.3047,16.3953,16.2811,0.1142,0.2715,16.3457,0.5297,15.8160,32.3710,16.7667,0.2003,645.3047,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,612.7850,16.4460,16.1149,0.3311,33.1887,15.4945,0.5801,14.9144,64.8913,16.7667,0.2019,612.7850,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,661.7000,16.7251,16.6153,0.1098,0.2219,16.6647,0.5250,16.1397,32.7424,16.5719,-0.3714,661.7000,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,629.2310,16.8708,16.5955,0.2753,32.8071,16.1093,0.6533,15.4560,65.2120,16.5719,-0.3207,629.2310,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,678.4251,17.9753,17.7782,0.1971,0.1615,17.9648,0.5476,17.4172,32.5892,16.6800,0.1532,678.4251,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,646.1018,16.0087,15.8729,0.1358,32.7210,16.2896,0.6263,15.6633,64.9131,16.6801,0.2989,646.1018,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,696.4004,15.7335,15.5061,0.2274,0.1510,15.9201,0.6198,15.3003,31.2939,16.6542,1.2953,696.4004,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,662.1105,16.7969,16.6412,0.1557,34.8633,14.5892,0.6000,13.9892,65.5845,16.6540,-0.6714,662.1105,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,712.1339,16.5099,16.3570,0.1529,0.3376,16.5423,0.5983,15.9440,32.2146,16.6699,-0.9207,712.1339,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,678.9074,18.1877,17.9376,0.2501,34.0248,15.3131,0.5671,14.7460,65.4416,16.6699,0.1429,678.9074,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,728.6438,16.5840,16.4361,0.1479,0.3700,16.5235,0.6896,15.8339,32.3746,16.6855,-0.1600,728.6438,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,697.0951,15.9367,15.6747,0.2620,32.0034,15.7704,0.7445,15.0259,63.9238,16.6858,1.5178,697.0951,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,745.2278,16.7024,16.5694,0.1330,0.3095,16.6723,0.5724,16.0999,32.4761,16.6896,-0.1015,745.2278,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,713.0318,16.1602,15.9748,0.1854,32.5634,15.9126,0.6738,15.2388,64.6729,16.6897,-0.7491,713.0318,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,761.9302,16.6351,16.4569,0.1782,0.2794,16.5127,0.4910,16.0217,32.4633,16.7326,0.0128,761.9302,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,729.1920,16.4833,16.3446,0.1387,33.0958,15.9029,0.6194,15.2835,65.2024,16.7327,-0.5295,729.1920,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,778.5653,16.7025,16.5429,0.1596,0.1570,16.6977,0.5351,16.1626,32.5608,16.5632,-0.0975,778.5653,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,745.6753,16.6893,16.5461,0.1432,33.3393,15.8979,0.7394,15.1585,65.4518,16.5627,-0.2494,745.6753,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,795.2678,16.9095,16.6822,0.2273,0.1522,17.0161,0.5784,16.4377,32.4215,16.7031,0.1393,795.2678,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,762.3646,16.8010,16.5252,0.2758,33.7965,15.8315,0.4544,15.3771,65.3252,16.7034,0.1266,762.3646,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,812.1773,16.1891,16.0809,0.1082,0.2588,16.2162,0.4900,15.7262,32.2151,16.6425,0.2064,812.1773,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,779.1656,17.1854,16.8266,0.3588,33.2440,15.7906,0.6923,15.0983,65.2276,16.6424,0.0976,779.1656,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,828.3664,17.0852,16.8424,0.2428,0.2859,17.0300,0.6350,16.3950,32.6685,16.6727,-0.4534,828.3664,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,796.3510,16.1410,15.9637,0.1773,32.4422,16.0920,0.6238,15.4682,64.6846,16.6732,0.5430,796.3510,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,845.4516,16.4025,16.2235,0.1790,0.2307,16.3750,0.5170,15.8580,32.2560,16.6698,0.4125,845.4516,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,812.4920,16.3891,16.2264,0.1627,33.7454,15.2629,0.5476,14.7153,65.2168,16.6693,-0.5322,812.4920,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,861.8541,16.7625,16.5750,0.1875,0.2032,16.7400,0.5641,16.1759,32.5233,16.6572,-0.2673,861.8541,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,828.8811,17.4792,17.2090,0.2702,33.4708,15.9116,0.7778,15.1338,65.4970,16.6573,-0.2802,828.8811,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,878.6166,16.7431,16.5541,0.1890,0.1807,16.9949,0.8025,16.1924,32.4180,16.6601,0.1053,878.6166,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,846.3603,16.1502,15.8932,0.2570,33.1493,15.3566,0.5429,14.8137,64.6751,16.6598,0.8219,846.3603,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,895.3597,16.3849,16.2270,0.1579,0.4325,16.2013,0.6358,15.5655,32.3350,16.6783,0.0830,895.3597,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,862.5105,17.1214,16.8793,0.2421,33.3826,15.6347,0.6803,14.9544,65.1847,16.6786,-0.5096,862.5105,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,911.7446,16.5592,16.4550,0.1042,0.2489,16.5756,0.6136,15.9620,32.6284,16.6862,-0.2934,911.7446,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,879.6319,16.3678,16.1514,0.2164,32.6961,15.8080,0.6540,15.1540,64.7419,16.6860,0.4428,879.6319,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,928.3038,16.8687,16.7351,0.1336,0.2653,16.7547,0.5427,16.2120,32.7554,16.6834,-0.1270,928.3038,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,895.9997,16.5589,16.1915,0.3674,32.8304,16.0230,0.5672,15.4558,65.0601,16.6833,-0.3182,895.9997,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,945.1725,16.7199,16.5508,0.1691,0.1513,16.7227,0.5490,16.1737,32.5701,16.6170,0.1853,945.1725,NA,NA
electron.exe,19372,0x275CB5BA0E0,DXGI,0,0,0,Hardware Composed: Independent Flip,912.5586,16.3628,16.1942,0.1686,33.0007,15.9872,0.5823,15.4049,65.1845,16.6170,-0.1244,912.5586,NA,NA
