Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,AllInputToPhotonLatency,ClickToPhotonLatency
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Composed: Flip,195.2835,17.2043,16.7245,0.4798,16.8075,15.9519,0.5714,15.3805,82.2888,16.6878,-37.0518,195.2835,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,246.9875,0.5856,0.5332,0.0524,0.3782,13.6506,0.4303,13.2203,30.5848,33.3884,18.5400,246.9875,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,212.4878,16.6173,16.3998,0.2175,15.9844,49.4984,1.4128,48.0856,81.7723,16.7015,0.5165,212.4878,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,229.1051,17.8941,17.5143,0.3798,49.3275,16.2606,0.5487,15.7119,81.8565,16.6740,-0.0842,229.1051,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,246.9992,15.0162,14.8434,0.1728,64.0540,0.3830,0.3830,0.0000,80.6364,16.6444,1.2201,246.9992,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,247.5731,48.0885,47.9222,0.1663,13.4432,34.7945,0.4503,34.3442,63.3876,49.9930,-32.8028,247.5731,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,262.0154,16.4963,16.3466,0.1497,65.7270,0.4045,0.4045,0.0000,82.2646,16.6746,-1.6282,262.0154,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,295.6616,49.8773,49.7252,0.1521,0.1492,49.8663,0.4349,49.4314,65.2921,16.6438,-1.9045,295.6616,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,278.5117,32.7989,17.1274,15.6715,65.8426,0.4183,0.4183,0.0000,82.4429,16.6435,-0.1783,278.5117,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,311.3106,16.7105,1.0215,15.6890,49.7208,0.3774,0.3774,0.0000,66.2875,16.6520,16.1554,311.3106,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,345.5389,16.3154,16.1773,0.1381,0.1382,16.3625,0.5699,15.7926,32.0586,33.3275,33.2335,345.5389,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,328.0211,16.6195,1.4051,15.2144,49.6488,0.3920,0.3920,0.0000,66.2290,16.6760,0.0585,328.0211,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,361.8543,33.4321,33.3280,0.1041,0.1853,33.4081,0.5368,32.8713,49.0707,16.7005,-17.0121,361.8543,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,344.6406,16.6284,1.2965,15.3319,49.6825,0.4055,0.4055,0.0000,66.2855,16.7004,-0.0565,344.6406,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,361.2690,16.6149,1.2082,15.4067,49.7339,0.3913,0.3913,0.0000,66.3575,16.6458,-0.0720,361.2690,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,377.8839,16.6674,1.2856,15.3818,49.8297,0.3913,0.3913,0.0000,66.3884,16.6491,-0.0309,377.8839,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,394.5513,16.6981,1.0236,15.6745,49.7825,0.3882,0.3882,0.0000,66.3701,16.6752,0.0183,394.5513,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,395.2864,16.4279,16.2979,0.1300,0.1613,16.4002,0.4324,15.9678,32.3391,66.6472,16.7316,395.2864,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,411.2494,16.7553,0.9146,15.8407,49.7329,0.3793,0.3793,0.0000,66.3472,16.6769,0.0229,411.2494,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,428.0047,16.5235,1.1072,15.4163,49.6341,0.4204,0.4204,0.0000,66.2688,16.6484,0.0784,428.0047,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,444.5282,43.0326,25.0074,18.0252,42.5560,7.6313,0.7200,6.9113,66.3937,16.6856,-0.1249,444.5282,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,487.5608,1.0057,0.8566,0.1491,7.7875,16.0416,0.7187,15.3229,40.0467,16.6581,26.3470,487.5608,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,488.5665,6.8787,6.6538,0.2249,23.4717,16.0575,0.5861,15.4714,55.6991,16.6935,-15.6524,488.5665,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,495.4452,16.6719,16.5210,0.1509,33.7165,15.6070,0.5861,15.0209,65.5139,16.6743,-9.8148,495.4452,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,512.1171,17.1769,16.9381,0.2388,33.1542,16.1523,0.6564,15.4959,65.5163,16.6657,-0.0024,512.1171,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,529.2940,16.0722,15.8998,0.1724,32.8428,15.9689,0.5874,15.3815,65.0051,16.7105,0.5112,529.2940,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,545.3662,16.8745,16.6975,0.1770,33.5039,15.9176,0.6103,15.3073,65.6434,16.6414,-0.6383,545.3662,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,562.2407,16.7206,16.5253,0.1953,34.2466,15.1171,0.5680,14.5491,65.4103,16.6398,0.2331,562.2407,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,578.9613,17.6422,16.8398,0.8024,33.5889,15.6306,0.5892,15.0414,65.3295,16.7179,0.0808,578.9613,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,596.6035,16.0139,15.7954,0.2185,32.2610,15.9820,0.6305,15.3515,64.4052,16.6286,0.9243,596.6035,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,612.6174,16.3319,16.1003,0.2316,33.1299,15.7661,0.5838,15.1823,65.0199,16.6942,-0.6147,612.6174,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,628.9493,16.9096,16.6465,0.2631,33.6170,15.6116,0.6026,15.0090,65.3822,16.6610,-0.3623,628.9493,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,645.8589,16.8040,16.5003,0.3037,32.9635,16.0659,0.6589,15.4070,65.1336,16.6705,0.2486,645.8589,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,662.6629,16.2456,16.0263,0.2193,32.9663,15.9280,0.6837,15.2443,65.0001,16.6483,0.1335,662.6629,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,678.9085,16.8037,16.5586,0.2451,33.2787,16.0484,0.5815,15.4669,65.4028,16.6500,-0.4027,678.9085,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,695.7122,16.5761,16.3343,0.2418,33.1928,15.9850,0.6479,15.3371,65.2491,16.6878,0.1537,695.7122,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,712.2883,16.6907,16.5293,0.1614,33.1981,15.9850,0.6384,15.3466,65.3608,16.6442,-0.1117,712.2883,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,728.9790,16.6353,16.3893,0.2460,32.9683,16.2228,0.5722,15.6506,65.3143,16.6710,0.0465,728.9790,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,745.6143,16.4603,16.2458,0.2145,33.2905,15.9055,0.6158,15.2897,65.3500,16.6783,-0.0357,745.6143,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,762.0746,16.9365,16.6721,0.2644,33.6536,15.7335,0.5647,15.1688,65.5680,16.6571,-0.2180,762.0746,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,779.0111,16.8420,16.5811,0.2609,33.3813,15.6956,0.5870,15.1086,65.2886,16.6826,0.2794,779.0111,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,795.8531,16.6857,16.3962,0.2895,32.7229,16.2692,0.5802,15.6890,65.1292,16.7022,0.1594,795.8531,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,411.7143,67.0441,66.8928,0.1513,0.1336,67.1498,0.5435,66.6063,82.5584,400.0460,-50.2193,411.7143,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,812.5388,16.1166,15.9530,0.1636,33.2618,15.7421,0.6096,15.1325,65.1457,16.6347,-0.0165,812.5388,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,478.7584,399.8801,399.7607,0.1194,0.2393,399.8647,0.7068,399.1579,415.5603,16.6429,-333.0019,478.7584,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,828.6554,17.2288,16.9870,0.2418,33.6225,16.0073,1.0895,14.9178,65.6638,16.6436,-0.5181,828.6554,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,878.6385,16.5087,16.3891,0.1196,0.2239,16.5273,0.7007,15.8266,32.3231,16.7028,383.2372,878.6385,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,845.8842,16.4775,16.2242,0.2533,33.0607,15.9051,0.6687,15.2364,65.0786,16.7030,0.5852,845.8842,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,895.1472,16.4565,16.3393,0.1172,0.2425,16.3428,0.6072,15.7356,32.5172,16.6379,-0.1941,895.1472,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,862.3617,16.6993,16.4729,0.2264,33.7432,15.3173,0.6143,14.7030,65.3041,16.6371,-0.2255,862.3617,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,911.6037,17.0882,16.9139,0.1743,0.1288,17.1136,0.5693,16.5443,32.6986,16.6619,-0.1814,911.6037,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,879.0610,17.1568,16.6778,0.4790,32.9817,16.1429,0.8330,15.3099,65.2419,16.6618,0.0622,879.0610,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,928.6919,16.2103,16.0755,0.1348,0.1542,16.2039,0.3922,15.8117,32.2723,16.6643,0.4263,928.6919,NA,NA
electron.exe,17108,0x1B5B0F4D1B0,DXGI,0,0,0,Hardware Composed: Independent Flip,896.2178,16.0659,15.7634,0.3025,33.1628,15.3514,0.5373,14.8141,64.7469,16.6647,0.4950,896.2178,NA,NA
