Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,AllInputToPhotonLatency,ClickToPhotonLatency
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,160.1419,17.0483,16.8467,0.2016,0.1594,17.0393,0.4446,16.5947,32.4792,16.6826,-0.1832,160.1419,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,166.1867,11.7413,11.5027,0.2386,11.6151,0.7628,0.7063,0.0565,43.1170,16.6459,-14.9972,166.1867,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,177.1902,16.6714,16.5255,0.1459,0.1504,16.8081,0.4305,16.3776,32.1135,16.6459,0.3657,177.1902,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,177.9280,16.2650,16.0052,0.2598,16.1537,0.6960,0.4073,0.2887,48.0216,16.6622,-4.9046,177.9280,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,193.8616,16.8599,16.7098,0.1501,0.2871,16.8486,0.6907,16.1579,32.0880,16.6622,0.0255,193.8616,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,194.1930,16.8608,16.6375,0.2233,16.2087,1.4935,1.2134,0.2801,48.4188,16.6696,-0.3972,194.1930,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,210.7215,16.3707,16.2221,0.1486,0.2758,16.2309,0.5511,15.6798,31.8903,16.6696,0.1977,210.7215,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,211.0538,16.3890,16.2390,0.1500,16.3027,0.6731,0.6405,0.0326,48.2276,16.6726,0.1912,211.0538,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,227.0922,16.5921,16.4567,0.1354,0.1360,16.6228,0.4474,16.1754,32.1892,16.6726,-0.2989,227.0922,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,227.4428,16.5960,16.4581,0.1379,16.5233,0.5671,0.4477,0.1194,48.5112,16.6807,-0.2836,227.4428,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,243.6843,16.4698,16.3434,0.1264,0.1667,16.4556,0.4803,15.9753,32.2697,16.6807,-0.0805,243.6843,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,244.0388,16.6348,16.3668,0.2680,16.4579,0.7255,0.6990,0.0265,48.5959,16.6692,-0.0847,244.0388,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,260.1541,16.7144,16.5802,0.1342,0.1525,16.7104,0.4236,16.2868,32.4806,16.6692,-0.2109,260.1541,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,260.6736,16.5275,16.3759,0.1516,16.4401,0.6890,0.6633,0.0257,48.6303,16.6715,-0.0344,260.6736,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,276.8685,16.5609,16.4388,0.1221,0.1485,16.5624,0.4146,16.1478,32.4354,16.6715,0.0452,276.8685,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,277.2011,16.7988,16.5082,0.2906,16.6117,0.6530,0.6283,0.0247,48.7743,16.6716,-0.1440,277.2011,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,293.4294,17.4156,17.2109,0.2047,0.1500,17.4340,0.4598,16.9742,32.5460,16.6716,-0.1106,293.4294,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,293.9999,17.6058,17.3208,0.2850,17.4379,0.5747,0.5438,0.0309,48.6471,16.6661,0.1272,293.9999,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,310.8450,16.2314,16.0238,0.2076,0.1684,16.2168,0.4408,15.7760,31.8020,16.6661,0.7440,310.8450,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,311.6057,16.2950,16.0722,0.2228,16.1744,0.5455,0.5092,0.0363,47.7074,16.6744,0.9397,311.6057,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,327.0764,16.8794,16.6947,0.1847,0.1538,16.9036,0.4242,16.4794,32.2367,16.6744,-0.4347,327.0764,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,327.9007,16.1574,15.9657,0.1917,16.1600,0.6545,0.4028,0.2517,48.0868,16.6387,-0.3794,327.9007,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,343.9558,16.2060,16.1082,0.0978,0.1780,16.2549,0.5416,15.7133,32.0317,16.6387,0.2050,343.9558,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,344.0581,16.4937,16.2751,0.2186,16.4131,0.7702,0.6262,0.1440,48.5681,16.5532,-0.4813,344.0581,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,360.1618,16.6506,16.5230,0.1276,0.2269,16.5764,0.4811,16.0953,32.4644,16.5532,-0.4327,360.1618,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,360.5518,16.8485,16.6696,0.1789,16.7568,0.5794,0.5577,0.0217,48.6276,16.7946,-0.0595,360.5518,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,376.8124,16.6039,16.4931,0.1108,0.1527,16.6469,0.4112,16.2357,32.3670,16.7946,0.0974,376.8124,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,377.4003,16.3618,16.1827,0.1791,16.2669,0.7635,0.7264,0.0371,48.5737,16.5546,0.0539,377.4003,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,393.4163,16.6539,16.5211,0.1328,0.1957,16.6091,0.4116,16.1975,32.5577,16.5546,-0.1907,393.4163,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,410.0702,16.9062,16.7125,0.1937,0.1509,17.0384,0.6497,16.3887,32.4584,16.6637,0.0993,410.0702,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,393.7621,16.6508,16.5054,0.1454,16.5649,0.7223,0.6141,0.1082,48.7665,33.4297,-0.1928,393.7621,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,410.4129,43.7888,43.5266,0.2622,43.6593,0.5944,0.5630,0.0314,NA,NA,NA,NA,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,426.9764,16.4376,16.3079,0.1297,0.2831,16.9771,0.6369,16.3402,32.2159,16.7660,0.2425,426.9764,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,454.2017,1.1416,0.9728,0.1688,1.0517,0.5621,0.5301,0.0320,21.7566,16.5667,27.0099,454.2017,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,443.4140,17.7291,17.5993,0.1298,0.8226,17.3879,0.4980,16.8899,32.5443,16.5667,-0.3284,443.4140,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,455.3433,5.5768,5.3588,0.2180,5.4569,1.7342,1.1405,0.5937,37.1817,16.7705,-15.4251,455.3433,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,461.1431,15.6978,15.5588,0.1390,0.4814,15.4109,0.7190,14.6919,31.3819,16.7705,1.1624,461.1431,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,460.9201,16.2686,16.1245,0.1441,16.1867,0.6745,0.5956,0.0789,48.3754,16.6680,-11.1937,460.9201,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,476.8409,16.5115,16.3863,0.1252,0.1945,16.4861,0.6729,15.8132,32.4546,16.6680,-1.0727,476.8409,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,477.1887,16.8249,16.6232,0.2017,16.6898,0.6472,0.6300,0.0172,48.7748,16.6661,-0.3994,477.1887,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,493.3524,16.8898,16.7410,0.1488,0.1691,16.8485,0.5316,16.3169,32.6111,16.6661,-0.1565,493.3524,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,494.0136,16.5225,16.3825,0.1400,16.4448,0.7343,0.6699,0.0644,48.6160,16.6848,0.1588,494.0136,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,510.2422,16.4566,16.3593,0.0973,0.1278,16.4682,0.4598,16.0084,32.3874,16.6848,0.2237,510.2422,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,510.5361,16.4837,16.3441,0.1396,16.4077,0.7004,0.6694,0.0310,48.7783,16.6515,-0.1623,510.5361,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,526.6988,16.7147,16.6030,0.1117,0.1394,16.7905,0.4437,16.3468,32.6156,16.6515,-0.2282,526.6988,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,527.0198,16.7024,16.5643,0.1381,16.6295,0.7791,0.7136,0.0655,48.9461,16.6835,-0.1678,527.0198,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,543.4135,16.7125,16.6002,0.1123,0.2152,16.6595,0.4424,16.2171,32.5524,16.6835,0.0632,543.4135,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,543.7222,16.9645,16.6924,0.2721,16.8684,0.6764,0.6196,0.0568,48.9272,16.6917,0.0189,543.7222,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,560.1260,16.7556,16.6377,0.1179,0.1622,16.9056,0.4759,16.4297,32.5234,16.6917,0.0290,560.1260,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,560.6867,16.9411,16.5716,0.3695,16.7564,0.7399,0.7167,0.0232,48.6544,16.6275,0.2728,560.6867,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,576.8816,16.5547,16.4415,0.1132,0.3122,16.4494,0.4082,16.0412,32.4595,16.6275,0.0639,576.8816,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,577.6278,16.2384,16.0387,0.1997,16.1499,0.6628,0.6114,0.0514,48.3408,16.6908,0.3136,577.6278,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,593.4363,17.0106,16.8584,0.1522,0.2069,16.9707,0.4553,16.5154,32.5323,16.6908,-0.0728,593.4363,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,593.8662,17.2768,16.9884,0.2884,17.1338,0.6896,0.6206,0.0690,48.7932,16.6618,-0.4524,593.8662,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,610.4469,16.5042,16.3896,0.1146,0.1670,16.5087,0.4327,16.0760,32.2125,16.6618,0.3198,610.4469,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,611.1430,16.3321,16.0904,0.2417,16.1990,0.8020,0.7284,0.0736,48.1782,16.6487,0.6150,611.1430,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,626.9511,16.6808,16.5533,0.1275,0.1715,16.7590,0.4917,16.2673,32.3701,16.6487,-0.1576,626.9511,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,627.4751,16.6297,16.4204,0.2093,16.5280,0.7262,0.6385,0.0877,48.4948,16.6712,-0.3166,627.4751,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,643.6319,16.5115,16.3900,0.1215,0.2497,16.4372,0.5060,15.9312,32.3380,16.6712,0.0321,643.6319,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,644.1048,16.6568,16.4020,0.2548,16.5547,0.5918,0.5612,0.0306,48.5363,16.6561,-0.0415,644.1048,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,660.1434,16.5063,16.4180,0.0883,0.1754,16.5663,0.4381,16.1282,32.4977,16.6561,-0.1597,660.1434,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,660.7616,16.2695,16.0894,0.1801,16.1634,0.8353,0.7406,0.0947,48.5356,16.6755,0.0007,660.7616,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,676.6497,16.8090,16.6815,0.1275,0.2354,16.7232,0.5058,16.2174,32.6475,16.6755,-0.1498,676.6497,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,677.0311,16.7426,16.6074,0.1352,16.6660,0.7081,0.6627,0.0454,48.9416,16.6891,-0.4060,677.0311,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,693.4587,16.5921,16.4686,0.1235,0.1496,16.6568,0.4611,16.1957,32.5140,16.6891,0.1335,693.4587,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,693.7737,16.6151,16.4757,0.1394,16.5415,0.7545,0.7186,0.0359,48.8881,16.6499,0.0535,693.7737,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,710.0508,16.8446,16.7048,0.1398,0.2143,16.8096,0.4012,16.4084,32.6110,16.6499,-0.0970,710.0508,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,710.3888,16.9010,16.7276,0.1734,16.8242,0.7140,0.6381,0.0759,48.9229,16.6947,-0.0348,710.3888,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,726.8954,17.5351,17.2934,0.2417,0.1793,17.5133,0.5442,16.9691,32.4163,16.6947,0.1947,726.8954,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,727.2898,17.6052,17.2861,0.3191,17.4289,0.7553,0.5957,0.1596,48.7166,16.6468,0.2063,727.2898,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,744.4305,16.1060,15.9518,0.1542,0.1575,16.1165,0.5583,15.5582,31.5759,16.6468,0.8404,744.4305,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,744.8950,16.0410,15.7807,0.2603,15.8987,0.7363,0.6354,0.1009,47.7582,16.6601,0.9584,744.8950,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,760.5365,16.5016,16.3584,0.1432,0.1680,16.5208,0.5140,16.0068,32.1167,16.6601,-0.5408,760.5365,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,760.9360,16.7185,16.4192,0.2993,16.6107,0.6465,0.6274,0.0191,48.3773,16.6692,-0.6191,760.9360,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,777.0381,16.5110,16.3789,0.1321,0.1872,16.4840,0.4339,16.0501,32.2752,16.6692,-0.1585,777.0381,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,777.6545,16.5171,16.2266,0.2905,16.4116,0.5857,0.5594,0.0263,48.3280,16.6811,0.0493,777.6545,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,793.5491,16.5639,16.4355,0.1284,0.1602,16.5601,0.4330,16.1271,32.4334,16.6811,-0.1582,793.5491,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,794.1716,16.3251,16.1746,0.1505,16.2488,0.6461,0.6179,0.0282,48.4920,16.6730,-0.1640,794.1716,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,810.1130,16.5820,16.4726,0.1094,0.1564,16.6079,0.4134,16.1945,32.5506,16.6730,-0.1172,810.1130,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,810.4967,16.6054,16.3774,0.2280,16.4952,0.6999,0.6116,0.0883,48.8399,16.6620,-0.3479,810.4967,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,826.6950,16.9163,16.7752,0.1411,0.1823,16.8919,0.4529,16.4390,32.6416,16.6620,-0.0910,826.6950,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,827.1021,16.9518,16.7477,0.2041,16.8580,0.6894,0.6059,0.0835,48.8965,16.6924,-0.0566,827.1021,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,843.6113,16.5722,16.4474,0.1248,0.1579,16.6347,0.4917,16.1430,32.3873,16.6924,0.2543,843.6113,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,844.0539,16.6962,16.4635,0.2327,16.6116,0.7265,0.6929,0.0336,48.6371,16.6280,0.2594,844.0539,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,860.1835,16.5940,16.4844,0.1096,0.2204,16.5878,0.4192,16.1686,32.5075,16.6280,-0.1202,860.1835,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,860.7501,16.4312,16.2543,0.1769,16.3585,0.7140,0.6247,0.0893,48.5689,16.6644,0.0682,860.7501,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,876.7775,16.7962,16.6495,0.1467,0.2142,16.8180,0.5214,16.2966,32.5415,16.6644,-0.0340,876.7775,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,877.1813,17.1278,16.8748,0.2530,17.0789,0.6498,0.5923,0.0575,48.8021,16.6739,-0.2332,877.1813,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,893.5737,16.5621,16.4568,0.1053,0.2360,16.4697,0.4488,16.0209,32.4097,16.6739,0.1318,893.5737,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,894.3091,16.3559,16.0549,0.3010,16.1305,0.6511,0.6278,0.0233,48.3482,16.6773,0.4539,894.3091,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,910.1358,16.5519,16.4316,0.1203,0.1436,16.6181,0.4263,16.1918,32.5215,16.6773,-0.1118,910.1358,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,910.6650,16.4058,16.2563,0.1495,16.3134,0.7260,0.6520,0.0740,48.6696,16.6956,-0.3214,910.6650,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,926.6877,16.9221,16.8013,0.1208,0.2098,16.9390,0.5109,16.4281,32.6469,16.6956,-0.1254,926.6877,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,927.0708,16.8874,16.7449,0.1425,16.8111,0.7485,0.6529,0.0956,48.9594,16.6364,-0.2898,927.0708,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,943.6098,16.7942,16.6340,0.1602,0.2267,16.7438,0.4834,16.2604,32.4204,16.6364,0.2265,943.6098,NA,NA
electron.exe,7420,0x2C20E98BD70,DXGI,0,0,0,Composed: Flip,943.9582,17.0394,16.7385,0.3009,16.9658,0.6859,0.6602,0.0257,48.7084,16.5640,0.2510,943.9582,NA,NA
dwm.exe,1328,0x22DFCE397F0,DXGI,1,0,0,Hardware: Legacy Flip,960.4040,16.7903,16.6281,0.1622,0.1763,16.8143,0.4706,16.3437,32.2626,16.5640,0.1578,960.4040,NA,NA
